id,name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
9822848,Private room in 2 bed apt,within a few hours,100%,100%,f,Fremont,1,t,t,Fremont,47.65460544,-122.347063,Apartment,Private room,1,1,1,1,Real Bed,"{Cable TV"", ""Wireless Internet"", ""Kitchen"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Essentials"", ""24-Hour Check-in"", ""Iron"", ""Laptop Friendly Workspace}",,$35.00,1,$10.00,1,1125,0,,,,,,,,f,flexible,f,f,1,
2391699,"Everything Seattle in 0-3 miles, B",within an hour,100%,100%,f,Fremont,2,t,t,Fremont,47.65396829,-122.3450798,House,Private room,1,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Gym"", ""Pets live on this property"", ""Dog(s)"", ""Indoor Fireplace"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$52.00,1,$15.00,1,1125,103,99,10,10,10,10,10,10,f,strict,f,f,2,5.3
1118153,Sweet Room in Fremont/Wallingford,within a few hours,93%,100%,f,Fremont,2,t,t,Fremont,47.66209733,-122.3495131,House,Private room,2,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Free Parking on Premises"", ""Heating"", ""Family/Kid Friendly"", ""Smoke Detector"", ""Essentials"", ""Shampoo}",,$57.00,2,$25.00,1,60,77,94,9,9,10,10,10,9,f,moderate,f,f,2,2.39
1100686,Tree top views in artsy Fremont,within a few hours,100%,100%,f,Fremont,3,t,t,Fremont,47.65445182,-122.3544034,House,Private room,3,1,1,2,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$54.00,3,$7.00,2,28,72,94,10,9,10,10,10,9,f,moderate,f,t,3,3.66
9925458,Fremont guest room with futon,N/A,N/A,N/A,f,Fremont,1,t,t,Fremont,47.65539656,-122.3432374,Apartment,Private room,1,1,1,1,Futon,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Pets live on this property"", ""Dog(s)"", ""Heating"", ""Washer"", ""Dryer"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$35.00,1,$0.00,1,1125,0,,,,,,,,f,flexible,f,f,1,
1146966,Treetop & mountain views - Fremont!,within a few hours,100%,100%,f,Fremont,3,t,t,Fremont,47.6548713,-122.3532555,House,Private room,3,1,1,2,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Breakfast"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$50.00,2,$15.00,3,16,58,94,9,9,10,10,10,10,f,moderate,f,t,3,1.85
2525172,The Hermitage,within an hour,100%,100%,t,Fremont,1,t,t,Fremont,47.64840403,-122.3448767,Townhouse,Private room,2,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Pets live on this property"", ""Cat(s)"", ""Heating"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""Lock on Bedroom Door"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer}",,$67.00,1,$0.00,1,21,108,96,9,10,10,10,10,10,f,moderate,f,f,1,5.19
8463726,Luxury Private Rm in Artsy Fremont,within an hour,100%,100%,f,Fremont,3,t,f,Fremont,47.64923402,-122.3460602,Apartment,Private room,2,1,1,1,Real Bed,"{Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$43.00,1,$28.00,1,1125,5,88,8,8,9,10,10,8,f,strict,t,t,2,1.61
51826,Awesome Fremont Townhouse! Room 1,within a few hours,97%,100%,f,Fremont,7,t,t,Fremont,47.66036136,-122.3526885,Townhouse,Private room,1,1.5,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Breakfast"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$97.00,1,$0.00,1,90,59,99,10,9,10,10,10,10,f,moderate,f,t,3,0.93
7805491,Chill Apt in the heart of Fremont,within a day,100%,100%,f,Fremont,1,t,t,Fremont,47.65360505,-122.3582031,Apartment,Shared room,2,1,1,1,Pull-out Sofa,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Pets live on this property"", ""Cat(s)"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$55.00,1,$0.00,1,3,7,94,10,10,10,10,10,9,f,flexible,f,f,1,1.45
7701014,"Private Clean Room, Local Coffee",within a few hours,100%,100%,f,,1,t,t,,47.65928658,-122.3471595,House,Private room,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Free Parking on Premises"", ""Pets live on this property"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$69.00,1,$0.00,1,1125,2,100,10,10,10,10,9,10,f,flexible,f,f,1,0.56
1279660,Private studio cottage in Fremont,within an hour,100%,100%,t,Fremont,2,t,t,Fremont,47.65555048,-122.355448,Cabin,Entire home/apt,2,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Free Parking on Premises"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials}",,$99.00,1,$0.00,1,1125,233,97,10,10,10,10,10,9,f,moderate,f,f,2,7.72
5252877,NEW Fremont Modern Luxurious 2 BDM,within a few hours,90%,100%,f,Fremont,3,t,f,Fremont,47.65421754,-122.3472173,Apartment,Entire home/apt,6,1,2,4,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$149.00,1,$0.00,2,1125,12,94,10,10,9,10,10,9,f,strict,f,f,2,1.27
935845,Seattle Apartment - Ideal Location,within a few hours,86%,100%,f,Fremont,1,t,t,Fremont,47.66293593,-122.3576415,Apartment,Entire home/apt,4,1,1,3,Real Bed,"{TV"", ""Cable TV"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Pets live on this property"", ""Dog(s)"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$97.00,1,$0.00,2,1125,37,95,10,10,10,10,10,10,f,moderate,f,f,1,1.19
3844087,Hip + minimal room in Fremont,within a few hours,100%,100%,f,Fremont,2,t,t,Fremont,47.66283102,-122.3490046,House,Private room,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Pets live on this property"", ""Cat(s)"", ""Heating"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$45.00,1,$5.00,1,1125,25,94,10,10,9,9,10,9,f,flexible,f,f,2,1.86
6923948,Big Red House in Heart of Fremont,N/A,N/A,N/A,f,Fremont,1,t,t,Fremont,47.65747136,-122.3564883,House,Entire home/apt,8,3,4,4,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Pets Allowed"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$450.00,1,$0.00,1,1125,3,100,10,9,10,10,10,10,f,flexible,f,f,1,0.58
7178239,Whitman Acres: Under the Stairs!,within a few hours,90%,100%,t,Fremont,2,t,t,Fremont,47.65759982,-122.3464957,House,Private room,1,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Pets Allowed"", ""Breakfast"", ""Pets live on this property"", ""Dog(s)"", ""Heating"", ""Family/Kid Friendly"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$49.00,1,$10.00,1,1125,2,100,10,10,10,10,10,10,f,moderate,f,f,2,0.5
2075094,Bungalow in beautiful Fremont,within a few hours,90%,100%,f,Fremont,3,t,t,Fremont,47.65667972,-122.3474003,House,Private room,2,1,1,2,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Washer"", ""Dryer"", ""Shampoo}",,$68.00,2,$25.00,1,3,35,92,9,9,10,9,10,9,f,moderate,f,f,1,1.44
5892185,Quiet room in bright Fremont apt,within a few hours,100%,100%,f,Fremont,1,t,t,Fremont,47.65656983,-122.3494272,Apartment,Private room,2,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Wheelchair Accessible"", ""Kitchen"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Essentials"", ""Shampoo}",,$75.00,1,$10.00,1,1125,21,96,10,10,10,10,10,10,f,flexible,f,f,1,2.43
7596455,Fremont fun close to Sth Lake Union,N/A,N/A,N/A,f,Fremont,1,t,t,Fremont,47.65611341,-122.3533457,House,Private room,4,1,1,2,Real Bed,"{TV"", ""Wireless Internet"", ""Free Parking on Premises"", ""Hot Tub"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$120.00,1,$0.00,1,1125,2,80,8,9,10,10,10,7,f,flexible,f,f,1,0.45
9513636,Modern&Upscale-walk to GOOGL &Adobe,within an hour,100%,100%,f,Fremont,3,t,t,Fremont,47.65371477,-122.3518079,House,Private room,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$195.00,1,$25.00,1,1125,0,,,,,,,,f,strict,f,f,1,
5992032,Fremont Apt. close to everything!,within a day,100%,100%,f,Fremont,1,t,f,Fremont,47.65519502,-122.3528182,Apartment,Entire home/apt,5,1,1,2,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Indoor Fireplace"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Essentials}",,$125.00,1,$0.00,2,1125,9,91,9,9,9,10,9,9,f,moderate,f,f,1,1.13
3534444,Fremont Single Family Home,N/A,N/A,N/A,f,Fremont,1,t,t,Fremont,47.66085311,-122.3499377,House,Entire home/apt,12,3,4,6,Real Bed,"{TV"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher"", ""Essentials}",,$300.00,1,$0.00,1,1125,3,100,10,9,10,10,10,10,f,moderate,f,f,1,0.17
8080939,Fremont View apartment,within an hour,92%,100%,f,Green Lake,4,t,t,,47.65453455,-122.3452725,Apartment,Entire home/apt,6,1,2,3,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Pets Allowed"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher}",,$200.00,1,$0.00,5,180,1,,,,,,,,t,strict,f,f,1,0.27
5525073,Location & Luxury at a Great Price!,within an hour,89%,100%,f,Fremont,1,t,f,Fremont,47.65201735,-122.3459209,Apartment,Entire home/apt,3,1,0,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$115.00,1,$0.00,2,1125,7,100,10,10,10,10,10,10,f,strict,f,f,1,1.27
5402304,The Fremont Flat..Luxury,within an hour,100%,100%,f,Fremont,3,t,t,Fremont,47.6554117,-122.3443102,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Pets live on this property"", ""Other pet(s)"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$185.00,2,$15.00,2,1125,9,95,9,10,10,10,9,10,f,strict,f,f,2,0.9
6288141,December SALE! NEW 2bed Wallingford,within a few hours,80%,100%,f,Fremont,3,t,f,Fremont,47.66001977,-122.3454578,Apartment,Entire home/apt,6,1,2,6,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$149.00,1,$0.00,2,1125,4,95,9,10,10,10,10,10,f,strict,f,f,3,0.78
1781723,Sunny guest room in Fremont,within a few hours,100%,100%,f,Fremont,2,t,t,Fremont,47.65946874,-122.3521262,House,Private room,2,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Essentials"", ""Shampoo}",,$52.00,2,$0.00,1,1125,40,96,10,9,10,10,10,10,f,flexible,f,f,2,2.01
2061463,Modern Apartment in Fremont,within an hour,100%,100%,f,Fremont,1,t,t,Fremont,47.65554663,-122.360559,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Pets Allowed"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Laptop Friendly Workspace}",,$75.00,1,$0.00,1,1125,1,100,10,10,10,10,10,10,f,flexible,f,f,1,1
4871348,Private Entrance Bedroom and Bath,within an hour,100%,100%,t,Fremont,1,t,t,Fremont,47.65976264,-122.3464058,House,Private room,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Free Parking on Premises"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$70.00,1,$0.00,2,30,76,100,10,10,10,10,10,10,f,moderate,f,f,1,6.2
7616031,Charming mother-in-law in Fremont,within a day,100%,100%,f,Fremont,1,t,f,Fremont,47.65444028,-122.3519881,Apartment,Entire home/apt,4,1,2,3,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$125.00,1,$0.00,2,1125,5,96,10,10,10,10,10,10,f,moderate,f,f,1,1.35
7761509,"420-Lovin' Loft, Skyline View+Yard",within a day,100%,N/A,f,Fremont,2,t,t,Fremont,47.66041925,-122.3518486,Loft,Private room,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Smoking Allowed"", ""Pets live on this property"", ""Cat(s)"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Essentials"", ""Shampoo}",,$125.00,1,$10.00,1,7,0,,,,,,,,f,flexible,f,f,2,
6516775,Fremont Garden Apartment,within a few hours,100%,100%,f,Fremont,2,t,t,Fremont,47.65887304,-122.3508347,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""Hangers}",,$99.00,1,$0.00,3,1125,10,90,9,9,10,10,10,9,f,moderate,f,f,2,1.53
5848330,Cute Fremont studio apartment,within a few hours,100%,100%,f,Fremont,1,t,f,Fremont,47.65473077,-122.3488284,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Pets Allowed"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Shampoo}",,$100.00,1,$10.00,1,1125,13,97,10,10,10,10,9,9,f,flexible,f,f,1,1.72
9189391,Sweet and Cozy 1 Bedroom Apartment,within a few hours,78%,100%,f,Fremont,1,t,f,Fremont,47.65597445,-122.3431866,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{Internet"", ""Wireless Internet"", ""Wheelchair Accessible"", ""Kitchen"", ""Breakfast"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Laptop Friendly Workspace}",,$75.00,1,$0.00,1,1125,0,,,,,,,,f,flexible,f,f,1,
9533803,Cozy Room in the of Heart Fremont,within an hour,100%,100%,f,Fremont,1,t,t,Fremont,47.65381906,-122.3512918,Apartment,Private room,2,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Essentials"", ""Shampoo}",,$60.00,1,$10.00,1,7,2,100,10,10,10,10,10,10,f,flexible,f,f,1,1.71
5902452,"Wallingford warmth, perfect loc.!",N/A,N/A,N/A,f,Fremont,1,t,t,Fremont,47.65911782,-122.3451171,House,Entire home/apt,2,2,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Pets Allowed"", ""Pets live on this property"", ""Dog(s)"", ""Cat(s)"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials}",,$150.00,3,$10.00,1,1125,1,,,,,,,,f,moderate,f,f,1,0.12
219532,"Fun home in Funky Fremont, Seattle ",within a few hours,100%,100%,f,Fremont,7,t,t,Fremont,47.65692477,-122.3609349,House,Entire home/apt,6,1.5,3,3,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Hot Tub"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Essentials"", ""Shampoo}",,$275.00,4,$20.00,2,30,41,95,9,9,10,10,9,9,f,strict,f,f,1,0.93
7217102,Artsy Fremont High Lakeside Loft,within a day,50%,N/A,f,,1,t,t,,47.65027747,-122.3453802,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Pets live on this property"", ""Dog(s)"", ""Elevator in Building"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$232.00,1,$0.00,1,1125,4,100,10,10,10,10,10,10,f,moderate,f,f,1,0.71
2727808,Fremont Cozy Cottage,within an hour,100%,100%,t,Fremont,1,t,f,Fremont,47.65898192,-122.3522756,House,Entire home/apt,2,1,0,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$95.00,1,$0.00,3,1125,58,99,10,10,10,10,10,10,t,strict,f,f,1,2.85
7151417,3 bedroom in center of the universe,within a few hours,75%,100%,f,Fremont,1,t,t,Fremont,47.65487253,-122.3505353,House,Entire home/apt,6,2.5,3,4,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials}",,$200.00,4,$25.00,1,1125,10,90,9,9,10,9,10,9,f,moderate,f,f,1,1.88
7069143,Cozy Bedroom with Private Bathroom,within an hour,100%,100%,f,Fremont,1,t,f,Fremont,47.66069549,-122.3499255,House,Private room,2,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Pets Allowed"", ""Breakfast"", ""Pets live on this property"", ""Dog(s)"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Essentials"", ""Shampoo"", ""Lock on Bedroom Door"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer}",,$50.00,1,$0.00,2,1125,17,86,9,9,9,9,9,9,f,strict,f,f,1,2.8
8683011,Priv. Room in the center of Fremont,within a few hours,100%,100%,f,Fremont,1,t,t,Fremont,47.65201608,-122.3518955,Apartment,Private room,2,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Indoor Fireplace"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Essentials}",,$85.00,0,$0.00,1,1125,6,97,10,10,10,9,10,10,f,moderate,f,f,1,2.37
4357979,Sunny room in Fremont duplex,a few days or more,33%,N/A,f,Fremont,1,t,t,Fremont,47.65058593,-122.3488296,Apartment,Private room,2,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher"", ""Shampoo}",,$90.00,1,$20.00,1,1125,16,99,10,10,10,10,10,10,f,flexible,f,f,1,1.14
8118110,Cozy Wallingford Apartment,N/A,N/A,N/A,f,Fremont,1,t,t,Fremont,47.65911574,-122.3426578,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Wheelchair Accessible"", ""Kitchen"", ""Elevator in Building"", ""Indoor Fireplace"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Essentials"", ""Shampoo}",,$120.00,2,$10.00,1,1125,0,,,,,,,,f,moderate,f,f,1,
5766989,Special! Fremont pad for 75 til Wed,within an hour,100%,100%,f,,1,t,t,,47.65254766,-122.3529312,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Family/Kid Friendly"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$89.00,0,$0.00,2,1125,37,94,10,10,10,10,10,9,t,flexible,f,f,1,3.94
8306501,Charming Room in Hip Fremont,within an hour,100%,100%,f,,1,t,t,,47.65865266,-122.3608151,House,Private room,2,1,1,1,Pull-out Sofa,"{Cable TV"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Pets live on this property"", ""Cat(s)"", ""Indoor Fireplace"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher"", ""Essentials}",,$65.00,1,$0.00,1,1125,7,91,9,9,10,10,10,10,f,strict,f,f,1,1.98
4349344,Sweet Retreat ,within an hour,100%,100%,f,Fremont,1,t,f,Fremont,47.65163995,-122.3527241,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,"{Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Gym"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$125.00,2,$25.00,2,1125,36,96,10,10,10,10,10,9,f,moderate,f,f,1,2.61
